global_index_zero_based,source_file,line_number_one_based,solution_sha256,direction_counts_bits_0_to_6,dimension_profile_sorted,squares_with_1_edge,squares_with_3_edges
19325,q7_edges_304.jsonl.part3,6082,bf49136eeceb3ae028f4f2ceb91f5d54198e4efec7cbb6f8fbc49a6ff32de98b,48;40;48;40;48;40;40,48;48;48;40;40;40;40,96,576
19410,q7_edges_304.jsonl.part3,6167,9ba76e568b6e2672c6e1a52070f2267ac96301dde8815ff04f22796933c1e563,42;42;46;42;46;46;40,46;46;46;42;42;42;40,96,576
19433,q7_edges_304.jsonl.part3,6190,54d36200865586cba3a90a7115f3b76a2c11a70426def4b4d6de72e3cac710e6,42;42;46;46;46;40;42,46;46;46;42;42;42;40,96,576
19481,q7_edges_304.jsonl.part3,6238,4a97e4fab435a155e403b61811e68397006147183946caa95dbccc51b23b7235,44;44;44;44;44;40;44,44;44;44;44;44;44;40,96,576
19489,q7_edges_304.jsonl.part3,6246,6e338272d0c9676485104bc86dcc84696da26afd8c0c02d8de4e56fb6ba03421,44;42;44;42;44;44;44,44;44;44;44;44;42;42,96,576
19498,q7_edges_304.jsonl.part3,6255,29b474ea3e395973984391e14ee5d9693c1721a4d7dcce3248d5509489634409,44;44;44;44;44;44;40,44;44;44;44;44;44;40,96,576
19630,q7_edges_304.jsonl.part3,6387,65b560df5e08ff961b1a04ade568e33b70bac48f08869bfc766faffa42ffb637,40;40;48;48;40;48;40,48;48;48;40;40;40;40,96,576
19645,q7_edges_304.jsonl.part3,6402,37ddd7eb65413afe2c5a93c13baf781cd4084e64aca6fffe8d2fcdff30ab249b,44;44;42;42;44;44;44,44;44;44;44;44;42;42,96,576
19673,q7_edges_304.jsonl.part3,6430,d0694f2adf9b6853c5d09f377ef9af0abe978aa62f53a97bbfbda20fddc8b090,40;40;48;40;48;48;40,48;48;48;40;40;40;40,96,576
19699,q7_edges_304.jsonl.part3,6456,5521b679f93eb5536e993ae6f42f86ab73fefc5d47a2a82249d708b183497f7e,44;44;42;44;42;44;44,44;44;44;44;44;42;42,96,576
19704,q7_edges_304.jsonl.part3,6461,17b3241507945e44f1e604713f57066bc1e89ae0394080bebaa0e00e7c0933fd,40;46;46;42;42;42;46,46;46;46;42;42;42;40,96,576
19765,q7_edges_304.jsonl.part3,6522,f04de54ce588038e1c60f7414e00c61f36086b56b1babf335d733fa82ee1bfc1,44;44;40;44;44;44;44,44;44;44;44;44;44;40,96,576
19769,q7_edges_304.jsonl.part3,6526,c67cb77a00e7bd8a176981ae02c45bd2e2269f16df1b51d24fc6d81f38730866,42;44;44;44;42;44;44,44;44;44;44;44;42;42,96,576
19772,q7_edges_304.jsonl.part3,6529,07372173bdba6b3f60e5c19dd2e7f3b8383f233c5f4ba7bd85a4b65a771b509f,44;42;44;42;44;44;44,44;44;44;44;44;42;42,96,576
19805,q7_edges_304.jsonl.part3,6562,8ef7ecb85ee062c2d771f5fdb3792f613ac729b59278fe4d183a97b785797503,48;48;40;40;48;40;40,48;48;48;40;40;40;40,96,576
19839,q7_edges_304.jsonl.part3,6596,c3c47854f5103e3db8561559bc4566ad4d49bc9b638a824d5fa527c9370e24ad,44;40;44;44;44;44;44,44;44;44;44;44;44;40,96,576
19860,q7_edges_304.jsonl.part3,6617,c910c2d1d946814be52e63704746e22bdb95cebf97f6245db13d39fad8eb3332,44;44;40;44;44;44;44,44;44;44;44;44;44;40,96,576
